LecturerID,AccountNumber,AccountType,FirstName,MiddleName,LastName,Email,Password,DepartmentID,CoursesTaught
300000147,LEC300000147,Lecturer,Brent,Connor,Chambers,Brent.Chambers@uwimona.uwi.jm,e)Yx6hSg6l,1000,"['ECON3034', 'MATH2403', 'PHYS2600', 'ECON2020']"
300000148,LEC300000148,Lecturer,Candace,Christy,Chambers,Candace.Chambers@uwimona.uwi.jm,)7Ks2VAd@z,1002,['ECON2023']
300000149,LEC300000149,Lecturer,Alyssa,Evelyn,Chambers,Alyssa.Chambers@uwimona.uwi.jm,&gziY5P!@#,1004,"['EDSC3417', 'STAT6631', 'MDPH6150', 'EDLA3103', 'ECON2024']"
300000150,LEC300000150,Lecturer,Sergio,Darlene,Garza,Sergio.Garza@uwimona.uwi.jm,33Wl5ssX(8,1002,"['EDRS3019', 'MATH6622', 'EDSS2906', 'MDPH6110', 'ECON2025']"
300000151,LEC300000151,Lecturer,Maria,Evelyn,Garza,Maria.Garza@uwimona.uwi.jm,03rTS&Vb$6,1003,"['SWEN3130', 'ECON1012', 'ECON3003']"
300000152,LEC300000152,Lecturer,Meghan,Ethan,Garza,Meghan.Garza@uwimona.uwi.jm,b6@%*VQZ^C,1004,"['EDEA3305', 'INFO3180', 'ECON3005']"
300000153,LEC300000153,Lecturer,Courtney,Sheryl,Garza,Courtney.Garza@uwimona.uwi.jm,h5GViGKL)@,1000,"['ECSE1102', 'EDLA3110', 'COMP2201', 'ELET2420', 'ECON3006']"
300000154,LEC300000154,Lecturer,Audrey,Melvin,Garza,Audrey.Garza@uwimona.uwi.jm,$Vz4kmOxVK,1003,"['INFO3435', 'ECON3007']"
300000155,LEC300000155,Lecturer,Rhonda,Arthur,Garza,Rhonda.Garza@uwimona.uwi.jm,38Pzo+nd&P,1004,"['ECON1012', 'EDHE3904', 'PHYS2561', 'COMP3101', 'ECON3008']"
300000156,LEC300000156,Lecturer,Marissa,Marcia,Garza,Marissa.Garza@uwimona.uwi.jm,%k3d!IHpCj,1002,['ECON3010']
300000157,LEC300000157,Lecturer,Michelle,Beverly,Garza,Michelle.Garza@uwimona.uwi.jm,!N5R^rbZkN,1002,"['INFO3170', 'COMP2190', 'ECON3011']"
300000158,LEC300000158,Lecturer,Danielle,Brad,Garza,Danielle.Garza@uwimona.uwi.jm,u9$B2tQtMd,1001,"['EDEA3316', 'ECON3016']"
300000159,LEC300000159,Lecturer,Martha,Lee,Garza,Martha.Garza@uwimona.uwi.jm,+45m0Qi%3r,1004,['ECON3030']
300000160,LEC300000160,Lecturer,Pam,Ariana,Garza,Pam.Garza@uwimona.uwi.jm,&5Q!Q9d^I1,1002,"['EDEA3316', 'ECON3031']"
300000161,LEC300000161,Lecturer,Vanessa,Francis,Garza,Vanessa.Garza@uwimona.uwi.jm,+E+JScxZx3,1004,"['PHYS2386', 'EDEA3304', 'MDPH6230', 'ECON3032']"
300000162,LEC300000162,Lecturer,Virginia,Marcia,Garza,Virginia.Garza@uwimona.uwi.jm,P&Waj5Dw4H,1003,"['PHYS2396', 'EDMC1001', 'ELET2470', 'COMP1161', 'ECON3034']"
300000163,LEC300000163,Lecturer,Monique,Darren,Garza,Monique.Garza@uwimona.uwi.jm,+maJP$Xot3,1003,"['EDSC3411', 'EDEA3308', 'EDSC3417', 'ECON3037']"
300000164,LEC300000164,Lecturer,Sabrina,Clifford,Garza,Sabrina.Garza@uwimona.uwi.jm,An0_iZW_p(,1003,"['SWEN3165', 'ECON3007', 'ECON3040']"
300000165,LEC300000165,Lecturer,Madeline,Meghan,Garza,Madeline.Garza@uwimona.uwi.jm,ds*0MPhj2(,1002,"['EDIT3818', 'EDTL1020', 'ECON3049']"
300000166,LEC300000166,Lecturer,Kiara,Evelyn,Garza,Kiara.Garza@uwimona.uwi.jm,s1+B%Onh+q,1001,['ECON3050']
300000167,LEC300000167,Lecturer,George,Gabriela,Garza,George.Garza@uwimona.uwi.jm,l09+3shK*E,1001,"['COMP3801', 'MATH1151', 'ECON3051']"
300000168,LEC300000168,Lecturer,Loretta,Meghan,Garza,Loretta.Garza@uwimona.uwi.jm,*bcIjxEa0i,1003,['ECON3072']
300000169,LEC300000169,Lecturer,Jenna,Arthur,Garza,Jenna.Garza@uwimona.uwi.jm,_i@0XEEwDH,1001,['ECON3073']
300000170,LEC300000170,Lecturer,Omar,Hector,Garza,Omar.Garza@uwimona.uwi.jm,!4wVgno_rk,1002,"['MATH6629', 'ELET2405', 'MATH1141']"
300000171,LEC300000171,Lecturer,Gerald,Brad,Garza,Gerald.Garza@uwimona.uwi.jm,!)0EA3PsEN,1004,"['EDMC1002', 'COMP1126', 'EDSS2904', 'MATH1142']"
300000172,LEC300000172,Lecturer,Brent,Darren,Garza,Brent.Garza@uwimona.uwi.jm,Yf(x7FbhwH,1003,['MATH1151']
300000173,LEC300000173,Lecturer,Candace,Melvin,Garza,Candace.Garza@uwimona.uwi.jm,#gn2h0Chxf,1000,['MATH1152']
300000174,LEC300000174,Lecturer,Alyssa,Dwayne,Garza,Alyssa.Garza@uwimona.uwi.jm,$tdKB#Mlr5,1000,"['EDEA2304', 'COMP3702', 'MATH2401']"
300000175,LEC300000175,Lecturer,Sergio,Hunter,Bolton,Sergio.Bolton@uwimona.uwi.jm,$ctZHIwUt2,1003,['MATH2410']
300000176,LEC300000176,Lecturer,Maria,Evelyn,Bolton,Maria.Bolton@uwimona.uwi.jm,W&0BMu7WUW,1001,['MATH2404']
300000177,LEC300000177,Lecturer,Meghan,Meghan,Bolton,Meghan.Bolton@uwimona.uwi.jm,Bm_qWMyu(6,1000,"['EDLS2606', 'EDEA3307', 'MATH2411']"
300000178,LEC300000178,Lecturer,Courtney,Brad,Bolton,Courtney.Bolton@uwimona.uwi.jm,lXIjYXQl*6,1003,"['EDEA3316', 'EDRS3008', 'ECON2020', 'MATH2403']"
300000179,LEC300000179,Lecturer,Audrey,Alexandria,Bolton,Audrey.Bolton@uwimona.uwi.jm,JGgz3Dj4$r,1004,"['COMP2120', 'MATH3412', 'MATH2420']"
300000180,LEC300000180,Lecturer,Rhonda,Marcia,Bolton,Rhonda.Bolton@uwimona.uwi.jm,+ivUDwAml6,1004,"['EDHE3904', 'MATH1185', 'EDLS2605', 'MATH3155']"
300000181,LEC300000181,Lecturer,Marissa,Bianca,Bolton,Marissa.Bolton@uwimona.uwi.jm,&G(t4Qe@z1,1002,"['EDPH2024', 'MATH3412']"
300000182,LEC300000182,Lecturer,Michelle,Meghan,Bolton,Michelle.Bolton@uwimona.uwi.jm,!t(J3Hgvgl,1001,"['ECON1003', 'ECON2009', 'MATH3402']"
300000183,LEC300000183,Lecturer,Danielle,Katrina,Bolton,Danielle.Bolton@uwimona.uwi.jm,wI40OPknN&,1001,"['COMP3702', 'COMP1161', 'MDPH6170', 'MATH3423']"
300000184,LEC300000184,Lecturer,Martha,Dwayne,Bolton,Martha.Bolton@uwimona.uwi.jm,(^CX_bhp9G,1000,"['SWEN3145', 'MATH3402', 'EDLS3603', 'EDMC2203', 'STAT3001']"
300000185,LEC300000185,Lecturer,Pam,Shari,Bolton,Pam.Bolton@uwimona.uwi.jm,$z9EGfni%&,1002,"['EDRS2007', 'EDLS3603', 'MATH3403']"
300000186,LEC300000186,Lecturer,Vanessa,Arthur,Bolton,Vanessa.Bolton@uwimona.uwi.jm,#E%6Ti&wx_,1000,"['ELET2570', 'MATH6622', 'EDSC3410', 'MATH3401']"
300000187,LEC300000187,Lecturer,Virginia,Brad,Bolton,Virginia.Bolton@uwimona.uwi.jm,b11n8U0p6*,1003,"['EDSS3911', 'PHYS2671', 'MDPH6260', 'MATH3411']"
300000188,LEC300000188,Lecturer,Monique,Chase,Bolton,Monique.Bolton@uwimona.uwi.jm,RU)whohp@3,1000,"['INFO3170', 'ECON3073', 'ECON3032', 'EDHE3908', 'MATH3404']"
300000189,LEC300000189,Lecturer,Sabrina,Sheryl,Bolton,Sabrina.Bolton@uwimona.uwi.jm,uHKEYcFd&8,1000,"['ECON3049', 'COMP2190', 'PHYS2351', 'MDPH6260', 'STAT3002']"
300000190,LEC300000190,Lecturer,Madeline,Marcia,Bolton,Madeline.Bolton@uwimona.uwi.jm,Ueu$8UI(e*,1001,"['ECON3032', 'MATH1152', 'EDLA3106', 'MATH3414']"
300000191,LEC300000191,Lecturer,Kiara,Melvin,Bolton,Kiara.Bolton@uwimona.uwi.jm,Y*d76TJx65,1003,"['ECON2001', 'MDPH6110', 'MATH3421']"
300000192,LEC300000192,Lecturer,George,Sheryl,Bolton,George.Bolton@uwimona.uwi.jm,o+@l7%FcC@,1003,"['ECON2010', 'MATH3422']"
300000193,LEC300000193,Lecturer,Loretta,Evelyn,Bolton,Loretta.Bolton@uwimona.uwi.jm,&FGaT7ye0J,1002,"['EDLA3106', 'MATH3412', 'MATH3424']"
300000194,LEC300000194,Lecturer,Jenna,Sheryl,Bolton,Jenna.Bolton@uwimona.uwi.jm,)Z9Q@I*y&(,1003,"['EDTL3021', 'EDIT3818', 'ECNG1000']"
300000195,LEC300000195,Lecturer,Omar,Nicolas,Bolton,Omar.Bolton@uwimona.uwi.jm,YAYIAgs7+3,1001,"['ECON2020', 'EDMC3020', 'PHYS1411']"
300000196,LEC300000196,Lecturer,Gerald,Alison,Bolton,Gerald.Bolton@uwimona.uwi.jm,kP_1Himd92,1001,"['MDPH6270', 'EDLS2607', 'MATH3404', 'EDSC3417', 'PHYS1412']"
300000197,LEC300000197,Lecturer,Brent,Isaiah,Bolton,Brent.Bolton@uwimona.uwi.jm,86sWNtsl$R,1003,['PHYS1421']
300000198,LEC300000198,Lecturer,Candace,Darlene,Bolton,Candace.Bolton@uwimona.uwi.jm,^8I*4zOZ_d,1001,['PHYS1422']
300000199,LEC300000199,Lecturer,Alyssa,Elaine,Bolton,Alyssa.Bolton@uwimona.uwi.jm,5vD80m#X+*,1001,"['EDEA2305', 'EDHE2908', 'ELNG1101']"
300000200,LEC300000200,Lecturer,Sergio,Katrina,Contreras,Sergio.Contreras@uwimona.uwi.jm,6k^46I4O^#,1000,['ENGR1000']
300000201,LEC300000201,Lecturer,Maria,Bianca,Contreras,Maria.Contreras@uwimona.uwi.jm,SMmg0ode#1,1002,"['EDAR3808', 'ELET1500']"
300000202,LEC300000202,Lecturer,Meghan,Meghan,Contreras,Meghan.Contreras@uwimona.uwi.jm,vyK@kk2K)9,1001,"['MATH2411', 'ELET2420', 'MATH1185']"
300000203,LEC300000203,Lecturer,Courtney,Lee,Contreras,Courtney.Contreras@uwimona.uwi.jm,*pi95T8gh7,1001,"['EDRS2007', 'ECON2024', 'ELET1405']"
300000204,LEC300000204,Lecturer,Audrey,Meghan,Contreras,Audrey.Contreras@uwimona.uwi.jm,p$0HeE#2*@,1003,"['ECON3010', 'EDME2204', 'ECNG1012']"
300000205,LEC300000205,Lecturer,Rhonda,Clinton,Contreras,Rhonda.Contreras@uwimona.uwi.jm,+4QMDs&j^9,1000,"['EDEA3304', 'SWEN3145', 'ECNG1009']"
300000206,LEC300000206,Lecturer,Marissa,Clifford,Contreras,Marissa.Contreras@uwimona.uwi.jm,(SrXS*i4j1,1003,"['INFO3105', 'ECSE1102']"
300000207,LEC300000207,Lecturer,Michelle,Shari,Contreras,Michelle.Contreras@uwimona.uwi.jm,grMV)ZrA!7,1003,"['MATH3414', 'MDPH6160']"
300000208,LEC300000208,Lecturer,Danielle,Hector,Contreras,Danielle.Contreras@uwimona.uwi.jm,!)K7&PpNG^,1001,"['MATH6629', 'EDEA3305', 'COMP1210', 'MDPH6150']"
300000209,LEC300000209,Lecturer,Martha,Ariana,Contreras,Martha.Contreras@uwimona.uwi.jm,!&wTZ+gaW2,1000,"['ECON2008', 'EDLA3109', 'COMP3801', 'MDPH6140']"
300000210,LEC300000210,Lecturer,Pam,Eduardo,Contreras,Pam.Contreras@uwimona.uwi.jm,+23Nq2Zt&@,1004,"['MATH1185', 'EDHE2908', 'ECON3040', 'EDEA2305', 'MDPH6130']"
300000211,LEC300000211,Lecturer,Vanessa,Meghan,Contreras,Vanessa.Contreras@uwimona.uwi.jm,cTaADRO!%9,1003,['MDPH6120']
300000212,LEC300000212,Lecturer,Virginia,Darren,Contreras,Virginia.Contreras@uwimona.uwi.jm,F8QF*+tc$Y,1002,"['EDEA2304', 'INFO3105', 'MDPH6110']"
300000213,LEC300000213,Lecturer,Monique,Bianca,Contreras,Monique.Contreras@uwimona.uwi.jm,2XtQNMK5(u,1002,"['ECON3031', 'MDPH6280']"
300000214,LEC300000214,Lecturer,Sabrina,Clifford,Contreras,Sabrina.Contreras@uwimona.uwi.jm,%c^27PGcU3,1000,"['EDSC3403', 'ECON3011', 'MDPH6270']"
300000215,LEC300000215,Lecturer,Madeline,Marcia,Contreras,Madeline.Contreras@uwimona.uwi.jm,lb7W9tDd&p,1003,"['MATH2410', 'MDPH6260']"
300000216,LEC300000216,Lecturer,Kiara,Bianca,Contreras,Kiara.Contreras@uwimona.uwi.jm,)j^8S)dM)n,1001,"['ECON3037', 'EDMC1001', 'PHYS2561', 'EDLA3111', 'MDPH6190']"
300000217,LEC300000217,Lecturer,George,Brad,Contreras,George.Contreras@uwimona.uwi.jm,d2o1F80z^S,1000,"['MDPH6135', 'MDPH6150', 'EDLS2607', 'PHYS2671', 'MDPH6180']"
300000218,LEC300000218,Lecturer,Loretta,Clifford,Contreras,Loretta.Contreras@uwimona.uwi.jm,@95)wQr)M2,1003,"['MATH6623', 'COMP2171', 'PHYS3000', 'SWEN3145', 'MDPH6170']"
300000219,LEC300000219,Lecturer,Jenna,Daisy,Contreras,Jenna.Contreras@uwimona.uwi.jm,NZp2JGMz)l,1004,"['MATH1185', 'INFO3105', 'MATH6623', 'MATH2420', 'MDPH6135']"
300000220,LEC300000220,Lecturer,Omar,Gabriela,Contreras,Omar.Contreras@uwimona.uwi.jm,pIWJA%c%%8,1001,"['EDTL1021', 'PHYS1412', 'MATH6623', 'MDPH6115']"
300000221,LEC300000221,Lecturer,Gerald,Glenda,Contreras,Gerald.Contreras@uwimona.uwi.jm,#l*DD$pnB4,1004,['MDPH6215']
300000222,LEC300000222,Lecturer,Brent,Chase,Contreras,Brent.Contreras@uwimona.uwi.jm,SjV6O5Om0^,1002,"['COMP3801', 'MDPH6230']"
300000223,LEC300000223,Lecturer,Candace,Clifford,Contreras,Candace.Contreras@uwimona.uwi.jm,aU)Wx7Xl1$,1004,"['ECON2001', 'MDPH6240']"
300000224,LEC300000224,Lecturer,Alyssa,Noah,Contreras,Alyssa.Contreras@uwimona.uwi.jm,$ki1lNd+35,1001,"['EDMC3020', 'PHYS2396']"
300000225,LEC300000225,Lecturer,Sergio,Darlene,Orr,Sergio.Orr@uwimona.uwi.jm,@49AiWmG^K,1001,"['EDLA2105', 'ECON2020', 'MDPH6215', 'ELET2405']"
300000226,LEC300000226,Lecturer,Maria,Evelyn,Orr,Maria.Orr@uwimona.uwi.jm,$azx1LElVm,1002,"['MATH3411', 'MDPH6150', 'MATH2411', 'INFO3105', 'ELET2415']"
300000227,LEC300000227,Lecturer,Meghan,Clifford,Orr,Meghan.Orr@uwimona.uwi.jm,vc(^0VAeN!,1002,['ELET2460']
300000228,LEC300000228,Lecturer,Courtney,Chelsey,Orr,Courtney.Orr@uwimona.uwi.jm,@#OFfyDsv3,1000,"['EDSE2712', 'MATH6634', 'ELET2470']"
300000229,LEC300000229,Lecturer,Audrey,Chase,Orr,Audrey.Orr@uwimona.uwi.jm,5nXZElhi+Y,1002,['ELET2480']
300000230,LEC300000230,Lecturer,Rhonda,Brad,Orr,Rhonda.Orr@uwimona.uwi.jm,XxvFHpwn^8,1001,"['COMP1210', 'ELET2410']"
300000231,LEC300000231,Lecturer,Marissa,Nicolas,Orr,Marissa.Orr@uwimona.uwi.jm,$N08U*Cl1*,1000,"['MATH3402', 'EDCU2013', 'MATH3403', 'EDIT3821', 'ELET2530']"
300000232,LEC300000232,Lecturer,Michelle,Chase,Orr,Michelle.Orr@uwimona.uwi.jm,r(Lj2JNpR8,1004,"['EDEA3320', 'ELET2450']"
300000233,LEC300000233,Lecturer,Danielle,Colleen,Orr,Danielle.Orr@uwimona.uwi.jm,#O4waQcbk0,1001,"['EDTL1020', 'ELET2420']"
300000234,LEC300000234,Lecturer,Martha,Connor,Orr,Martha.Orr@uwimona.uwi.jm,6U4C!sye)r,1001,"['COMP2120', 'PHYS2561']"
300000235,LEC300000235,Lecturer,Pam,Shari,Orr,Pam.Orr@uwimona.uwi.jm,^7rVxt9vpS,1001,"['EDMC2201', 'PHYS2671']"
300000236,LEC300000236,Lecturer,Vanessa,Colleen,Orr,Vanessa.Orr@uwimona.uwi.jm,7!0^4yFfQB,1004,['PHYS2296']
300000237,LEC300000237,Lecturer,Virginia,Makayla,Orr,Virginia.Orr@uwimona.uwi.jm,^qO^3Fb+mJ,1002,['PHYS2200']
300000238,LEC300000238,Lecturer,Monique,Daisy,Orr,Monique.Orr@uwimona.uwi.jm,*7PEqWHpYn,1000,['PHYS2386']
300000239,LEC300000239,Lecturer,Sabrina,Herbert,Orr,Sabrina.Orr@uwimona.uwi.jm,@^o0@QcN!R,1000,"['ELET1405', 'COMP3702', 'MATH2410', 'STAT6632', 'PHYS2351']"
300000240,LEC300000240,Lecturer,Madeline,Ariana,Orr,Madeline.Orr@uwimona.uwi.jm,+N%(0WyNQ),1003,"['PHYS1422', 'PHYS2300']"
300000241,LEC300000241,Lecturer,Kiara,Shari,Orr,Kiara.Orr@uwimona.uwi.jm,i2fN_c_k)L,1003,['PHYS2600']
300000242,LEC300000242,Lecturer,George,Hector,Orr,George.Orr@uwimona.uwi.jm,96GxFE1p!m,1004,"['EDHE2908', 'PHYS2000', 'PHYS2500']"
300000243,LEC300000243,Lecturer,Loretta,Meghan,Orr,Loretta.Orr@uwimona.uwi.jm,#h^&cRtms3,1002,"['EDTL3018', 'EDSS3911', 'STAT6631', 'ELET2210']"
300000244,LEC300000244,Lecturer,Jenna,Melvin,Orr,Jenna.Orr@uwimona.uwi.jm,2_3w#Cop6F,1003,"['EDHE2912', 'ELET2570']"
300000245,LEC300000245,Lecturer,Omar,Meghan,Orr,Omar.Orr@uwimona.uwi.jm,m2@BrQxb$u,1000,"['COMP1126', 'PHYS2561', 'PHYS2000']"
300000246,LEC300000246,Lecturer,Gerald,Isaiah,Orr,Gerald.Orr@uwimona.uwi.jm,4yfn&MJr%l,1000,"['EDRS3019', 'MATH2401', 'PHYS2701']"
300000247,LEC300000247,Lecturer,Brent,Eddie,Orr,Brent.Orr@uwimona.uwi.jm,&iBuk#wM$2,1000,['PHYS3000']
300000248,LEC300000248,Lecturer,Candace,Noah,Orr,Candace.Orr@uwimona.uwi.jm,c^7MVd0bab,1003,['MDPH6240']
300000249,LEC300000249,Lecturer,Alyssa,Isaiah,Orr,Alyssa.Orr@uwimona.uwi.jm,$QJ1EBurNr,1002,"['EDSC3411', 'MDPH6230']"
300000250,LEC300000250,Lecturer,Sergio,Isaiah,Macias,Sergio.Macias@uwimona.uwi.jm,@ss54VmbI4,1002,"['INFO3435', 'ECON3030', 'MATH6622', 'EDMC1001']"
300000251,LEC300000251,Lecturer,Maria,Chase,Macias,Maria.Macias@uwimona.uwi.jm,o0V@ZwrL^!,1002,"['ECON2024', 'PHYS3000', 'EDMC1002']"
300000252,LEC300000252,Lecturer,Meghan,Ariana,Macias,Meghan.Macias@uwimona.uwi.jm,d)6XPpZs+Z,1004,['EDME1103']
300000253,LEC300000253,Lecturer,Courtney,Elaine,Macias,Courtney.Macias@uwimona.uwi.jm,#bbMKNNNv7,1001,"['COMP2201', 'EDPS1003']"
300000254,LEC300000254,Lecturer,Audrey,Bianca,Macias,Audrey.Macias@uwimona.uwi.jm,_zV6P$bf&D,1003,"['ECON2023', 'ECON2010', 'EDME3006', 'EDTL1020']"
300000255,LEC300000255,Lecturer,Rhonda,Darlene,Macias,Rhonda.Macias@uwimona.uwi.jm,#2MFaNTlIc,1004,"['EDLA3106', 'EDLS3603', 'MATH1141', 'EDCU2013']"
300000256,LEC300000256,Lecturer,Marissa,Katrina,Macias,Marissa.Macias@uwimona.uwi.jm,Cw5UdacJr+,1004,"['MDPH6115', 'ECON2024', 'EDME1103', 'EDEA2305']"
300000257,LEC300000257,Lecturer,Michelle,Sheryl,Macias,Michelle.Macias@uwimona.uwi.jm,Bi9#CSreC&,1004,['EDGC2010']
300000258,LEC300000258,Lecturer,Danielle,Colleen,Macias,Danielle.Macias@uwimona.uwi.jm,6ZuEOAbq(3,1002,"['MDPH6115', 'EDHE2912']"
300000259,LEC300000259,Lecturer,Martha,Clifford,Macias,Martha.Macias@uwimona.uwi.jm,(tKq7EL$5H,1001,"['EDLA3109', 'EDSE2712', 'EDMC1002', 'EDPS1003', 'EDLA2103']"
300000260,LEC300000260,Lecturer,Pam,Makayla,Macias,Pam.Macias@uwimona.uwi.jm,GT8Z6ib)&!,1001,"['MATH3421', 'ECON1012', 'EDEA3305', 'EDLA2106']"
300000261,LEC300000261,Lecturer,Vanessa,Hector,Macias,Vanessa.Macias@uwimona.uwi.jm,Z$4kCAGxBL,1001,"['ECON3005', 'SWEN3185', 'EDLS2605']"
300000262,LEC300000262,Lecturer,Virginia,Colin,Macias,Virginia.Macias@uwimona.uwi.jm,&vTGhll0N4,1001,['EDMC2201']
300000263,LEC300000263,Lecturer,Monique,Daisy,Macias,Monique.Macias@uwimona.uwi.jm,904CKm1l&q,1004,"['EDLS2607', 'MDPH6170', 'EDHE3905', 'EDSC3411', 'EDMC2203']"
300000264,LEC300000264,Lecturer,Sabrina,Noah,Macias,Sabrina.Macias@uwimona.uwi.jm,@iT7E1TvI1,1004,"['EDLA2106', 'ECON1000', 'EDMC2214']"
300000265,LEC300000265,Lecturer,Madeline,Francis,Macias,Madeline.Macias@uwimona.uwi.jm,&e#0hVri!U,1002,['EDMC2216']
300000266,LEC300000266,Lecturer,Kiara,Dwayne,Macias,Kiara.Macias@uwimona.uwi.jm,$YMhrOpWw0,1000,['EDME2006']
300000267,LEC300000267,Lecturer,George,Frederick,Macias,George.Macias@uwimona.uwi.jm,s17B9NJv1(,1003,"['MATH3403', 'EDME2202']"
300000268,LEC300000268,Lecturer,Loretta,Clinton,Macias,Loretta.Macias@uwimona.uwi.jm,#5yz_XIaa$,1003,"['PHYS2296', 'MATH3423', 'COMP3101', 'EDPS2003']"
300000269,LEC300000269,Lecturer,Jenna,Sheryl,Macias,Jenna.Macias@uwimona.uwi.jm,F@Ujht$U!5,1004,"['ECON2015', 'EDRS2007']"
300000270,LEC300000270,Lecturer,Omar,Connor,Macias,Omar.Macias@uwimona.uwi.jm,3b(LF7Ehx+,1004,"['PHYS1411', 'PHYS1421', 'ELET2415', 'EDEA3308', 'EDSS2903']"
300000271,LEC300000271,Lecturer,Gerald,Alison,Macias,Gerald.Macias@uwimona.uwi.jm,$z7WCJFk^4,1004,"['STAT3002', 'STAT6630', 'EDMC3020', 'EDSS2904']"
300000272,LEC300000272,Lecturer,Brent,Herbert,Macias,Brent.Macias@uwimona.uwi.jm,_6A20ail41,1000,"['EDSC3408', 'EDSS2906', 'EDTK2025']"
300000273,LEC300000273,Lecturer,Candace,Dwayne,Macias,Candace.Macias@uwimona.uwi.jm,nF53@ZlHX&,1003,"['EDEA3305', 'MATH6623', 'ECON2023', 'EDAR3808']"
300000274,LEC300000274,Lecturer,Alyssa,Clifford,Macias,Alyssa.Macias@uwimona.uwi.jm,iOY98Fdf6&,1000,"['MATH6635', 'COMP3702', 'EDEA3304']"
300000275,LEC300000275,Lecturer,Sergio,Gail,Henson,Sergio.Henson@uwimona.uwi.jm,$5n3T%5bUF,1003,"['ECON2016', 'ELET2460', 'MATH3411', 'EDHE3905', 'EDEA3306']"
300000276,LEC300000276,Lecturer,Maria,Bianca,Henson,Maria.Henson@uwimona.uwi.jm,wP9J&^AO&6,1003,"['EDIT3821', 'EDEA3308']"
300000277,LEC300000277,Lecturer,Meghan,Glenda,Henson,Meghan.Henson@uwimona.uwi.jm,wn3J9rJv_#,1001,"['EDRS3019', 'ECON1003', 'EDEA3316']"
300000278,LEC300000278,Lecturer,Courtney,Lee,Henson,Courtney.Henson@uwimona.uwi.jm,5BO#wkhc(7,1000,['EDEA3320']
300000279,LEC300000279,Lecturer,Audrey,Savannah,Henson,Audrey.Henson@uwimona.uwi.jm,@0LTYXnqs3,1002,"['PHYS3000', 'PHYS2000', 'MDPH6140', 'EDHE3905']"
300000280,LEC300000280,Lecturer,Rhonda,Chase,Henson,Rhonda.Henson@uwimona.uwi.jm,V$kSJ3MdJt,1001,"['EDSS2904', 'COMP2190', 'MDPH6280', 'EDIT3818']"
300000281,LEC300000281,Lecturer,Marissa,Isaiah,Henson,Marissa.Henson@uwimona.uwi.jm,LG&6OxbwN),1003,['EDIT3822']
300000282,LEC300000282,Lecturer,Michelle,Nicolas,Henson,Michelle.Henson@uwimona.uwi.jm,)4gm@AOolf,1002,['EDLA3104']
300000283,LEC300000283,Lecturer,Danielle,Chloe,Henson,Danielle.Henson@uwimona.uwi.jm,+bUEdP0Qd2,1004,"['PHYS2561', 'MDPH6270', 'MATH2411', 'EDSC3411', 'EDLA3106']"
300000284,LEC300000284,Lecturer,Martha,Nicolas,Henson,Martha.Henson@uwimona.uwi.jm,!1dW$5rtyx,1004,"['EDTK3004', 'ELET2570', 'EDME2204', 'EDLA3109']"
300000285,LEC300000285,Lecturer,Pam,Darlene,Henson,Pam.Henson@uwimona.uwi.jm,c55tAC1k!F,1004,"['COMP3161', 'EDLS3603']"
300000286,LEC300000286,Lecturer,Vanessa,Alec,Henson,Vanessa.Henson@uwimona.uwi.jm,)#50G%k7@*,1001,"['EDME2204', 'ECON1004', 'PHYS2000', 'EDMA3206']"
300000287,LEC300000287,Lecturer,Virginia,Makayla,Henson,Virginia.Henson@uwimona.uwi.jm,by1UiFxa+z,1001,"['SWEN3130', 'ECON3051', 'EDTK3004', 'EDMC3201']"
300000288,LEC300000288,Lecturer,Monique,Marcia,Henson,Monique.Henson@uwimona.uwi.jm,)mu1Yn5r96,1002,['EDMC3204']
300000289,LEC300000289,Lecturer,Sabrina,Marcia,Henson,Sabrina.Henson@uwimona.uwi.jm,Kz3T_FIbU$,1001,"['ELET2470', 'MATH6635', 'EDRS3019']"
300000290,LEC300000290,Lecturer,Madeline,Sheri,Henson,Madeline.Henson@uwimona.uwi.jm,X+C!%5ZkXn,1004,"['MATH3155', 'ECON2023', 'ELET2210', 'EDSC3410']"
300000291,LEC300000291,Lecturer,Kiara,Rita,Henson,Kiara.Henson@uwimona.uwi.jm,4qHiT)hA@1,1001,"['EDME3006', 'ENGR1000', 'EDTL3021', 'EDSC3417']"
300000292,LEC300000292,Lecturer,George,Arthur,Henson,George.Henson@uwimona.uwi.jm,T^0)mWKpiJ,1001,"['EDME2006', 'EDCU2013', 'COMP3161', 'EDSS3903']"
300000293,LEC300000293,Lecturer,Loretta,Gabriela,Henson,Loretta.Henson@uwimona.uwi.jm,LHXkUy7m%6,1004,"['ECON1005', 'EDEA2304', 'EDSS3911']"
300000294,LEC300000294,Lecturer,Jenna,Ariana,Henson,Jenna.Henson@uwimona.uwi.jm,A9BIxwJa%T,1002,"['EDIT3818', 'COMP2340', 'EDTK3004']"
300000295,LEC300000295,Lecturer,Omar,Christy,Henson,Omar.Henson@uwimona.uwi.jm,K5Gbl^Q_@o,1000,"['COMP3101', 'ECON3050', 'EDTL3018']"
300000296,LEC300000296,Lecturer,Gerald,Hunter,Henson,Gerald.Henson@uwimona.uwi.jm,$OKKf%p7&4,1004,"['COMP2171', 'EDTL3020']"
300000297,LEC300000297,Lecturer,Brent,Frederick,Henson,Brent.Henson@uwimona.uwi.jm,b_A6EVWtog,1001,"['EDME1103', 'COMP3652', 'EDTL3021']"
